admin_1,admin_2,market_name,commodity,price_type,price_date,price,unit,year_month
Eastern,Isiolo,Bulesa Bulesa,"Oil (vegetable, fortified)",Retail,2024-09-15,282.0,L,2024-09
Eastern,Isiolo,Bulesa Bulesa,"Oil (vegetable, fortified)",Retail,2024-12-15,287.0,L,2024-12
North Eastern,Wajir,Buna,Beans,Retail,2024-09-15,190.0,KG,2024-09
North Eastern,Wajir,Buna,Maize flour (white),Retail,2024-09-15,107.0,KG,2024-09
Coast,Tana River,Bura,Beans,Retail,2023-12-15,179.0,KG,2023-12
Coast,Tana River,Bura,Beans,Retail,2024-03-15,166.0,KG,2024-03
Coast,Tana River,Bura,Beans,Retail,2024-06-15,162.0,KG,2024-06
Coast,Tana River,Bura,Beans,Retail,2024-09-15,140.0,KG,2024-09
Coast,Tana River,Bura,Beans,Retail,2025-03-15,161.0,KG,2025-03
Coast,Tana River,Bura,Kale,Retail,2023-12-15,90.0,KG,2023-12
Coast,Tana River,Bura,Kale,Retail,2024-03-15,93.0,KG,2024-03
Coast,Tana River,Bura,Kale,Retail,2024-06-15,80.0,KG,2024-06
Coast,Tana River,Bura,Kale,Retail,2024-09-15,60.0,KG,2024-09
Coast,Tana River,Bura,Kale,Retail,2024-12-15,67.0,KG,2024-12
Coast,Tana River,Bura,Kale,Retail,2025-03-15,60.0,KG,2025-03
Coast,Tana River,Bura,"Maize (white, dry)",Retail,2023-12-15,85.0,KG,2023-12
Coast,Tana River,Bura,"Maize (white, dry)",Retail,2024-03-15,76.0,KG,2024-03
Coast,Tana River,Bura,"Maize (white, dry)",Retail,2024-06-15,50.0,KG,2024-06
Coast,Tana River,Bura,"Maize (white, dry)",Retail,2024-09-15,80.0,KG,2024-09
Coast,Tana River,Bura,"Maize (white, dry)",Retail,2025-03-15,61.0,KG,2025-03
Coast,Tana River,Bura,Maize flour (white),Retail,2023-12-15,97.0,KG,2023-12
Coast,Tana River,Bura,Maize flour (white),Retail,2024-03-15,83.0,KG,2024-03
Coast,Tana River,Bura,Maize flour (white),Retail,2024-06-15,83.0,KG,2024-06
Coast,Tana River,Bura,Maize flour (white),Retail,2024-09-15,71.0,KG,2024-09
Coast,Tana River,Bura,Maize flour (white),Retail,2024-12-15,79.3333,KG,2024-12
Coast,Tana River,Bura,Maize flour (white),Retail,2025-03-15,89.0,KG,2025-03
Coast,Tana River,Bura,"Oil (vegetable, fortified)",Retail,2023-12-15,297.0,L,2023-12
Coast,Tana River,Bura,"Oil (vegetable, fortified)",Retail,2024-03-15,294.0,L,2024-03
Coast,Tana River,Bura,"Oil (vegetable, fortified)",Retail,2024-06-15,260.0,L,2024-06
Coast,Tana River,Bura,"Oil (vegetable, fortified)",Retail,2024-09-15,271.0,L,2024-09
Coast,Tana River,Bura,"Oil (vegetable, fortified)",Retail,2024-12-15,290.0,L,2024-12
Coast,Tana River,Bura,"Oil (vegetable, fortified)",Retail,2025-03-15,291.0,L,2025-03
North Eastern,Wajir,Bute,Beans,Retail,2023-12-15,210.0,KG,2023-12
North Eastern,Wajir,Bute,Beans,Retail,2024-03-15,174.0,KG,2024-03
North Eastern,Wajir,Bute,Beans,Retail,2024-06-15,160.0,KG,2024-06
North Eastern,Wajir,Bute,Beans,Retail,2024-09-15,175.0,KG,2024-09
North Eastern,Wajir,Bute,Kale,Retail,2024-03-15,100.0,KG,2024-03
North Eastern,Wajir,Bute,Kale,Retail,2024-06-15,80.0,KG,2024-06
North Eastern,Wajir,Bute,Kale,Retail,2024-12-15,70.0,KG,2024-12
North Eastern,Wajir,Bute,"Maize (white, dry)",Retail,2023-12-15,118.0,KG,2023-12
North Eastern,Wajir,Bute,"Maize (white, dry)",Retail,2024-03-15,93.0,KG,2024-03
North Eastern,Wajir,Bute,"Maize (white, dry)",Retail,2024-06-15,87.0,KG,2024-06
North Eastern,Wajir,Bute,"Maize (white, dry)",Retail,2024-09-15,100.0,KG,2024-09
North Eastern,Wajir,Bute,Maize flour (white),Retail,2024-03-15,110.0,KG,2024-03
North Eastern,Wajir,Bute,Maize flour (white),Retail,2024-06-15,109.0,KG,2024-06
North Eastern,Wajir,Bute,Maize flour (white),Retail,2024-09-15,113.0,KG,2024-09
North Eastern,Wajir,Bute,Maize flour (white),Retail,2024-12-15,105.0,KG,2024-12
North Eastern,Wajir,Bute,"Oil (vegetable, fortified)",Retail,2023-12-15,363.0,L,2023-12
North Eastern,Wajir,Bute,"Oil (vegetable, fortified)",Retail,2024-03-15,313.0,L,2024-03
North Eastern,Wajir,Bute,"Oil (vegetable, fortified)",Retail,2024-06-15,326.0,L,2024-06
North Eastern,Wajir,Bute,"Oil (vegetable, fortified)",Retail,2024-12-15,305.0,L,2024-12
Coast,Tana River,Charidende,Beans,Retail,2023-12-15,161.0,KG,2023-12
Coast,Tana River,Charidende,Beans,Retail,2024-03-15,164.0,KG,2024-03
Coast,Tana River,Charidende,Beans,Retail,2024-06-15,183.0,KG,2024-06
Coast,Tana River,Charidende,Beans,Retail,2024-09-15,151.0,KG,2024-09
Coast,Tana River,Charidende,Beans,Retail,2025-03-15,154.0,KG,2025-03
Coast,Tana River,Charidende,Kale,Retail,2023-12-15,100.0,KG,2023-12
Coast,Tana River,Charidende,Kale,Retail,2024-03-15,60.0,KG,2024-03
Coast,Tana River,Charidende,"Maize (white, dry)",Retail,2024-03-15,120.0,KG,2024-03
Coast,Tana River,Charidende,"Maize (white, dry)",Retail,2024-09-15,100.0,KG,2024-09
Coast,Tana River,Charidende,"Maize (white, dry)",Retail,2025-03-15,70.0,KG,2025-03
Coast,Tana River,Charidende,Maize flour (white),Retail,2023-12-15,94.0,KG,2023-12
Coast,Tana River,Charidende,Maize flour (white),Retail,2024-03-15,87.0,KG,2024-03
Coast,Tana River,Charidende,Maize flour (white),Retail,2024-06-15,82.0,KG,2024-06
Coast,Tana River,Charidende,Maize flour (white),Retail,2024-09-15,78.0,KG,2024-09
Coast,Tana River,Charidende,Maize flour (white),Retail,2024-12-15,82.0,KG,2024-12
Coast,Tana River,Charidende,Maize flour (white),Retail,2025-03-15,90.5,KG,2025-03
Coast,Tana River,Charidende,"Oil (vegetable, fortified)",Retail,2023-12-15,313.0,L,2023-12
Coast,Tana River,Charidende,"Oil (vegetable, fortified)",Retail,2024-03-15,297.0,L,2024-03
Coast,Tana River,Charidende,"Oil (vegetable, fortified)",Retail,2024-06-15,283.0,L,2024-06
Coast,Tana River,Charidende,"Oil (vegetable, fortified)",Retail,2024-09-15,308.0,L,2024-09
Coast,Tana River,Charidende,"Oil (vegetable, fortified)",Retail,2024-12-15,329.0,L,2024-12
Coast,Tana River,Charidende,"Oil (vegetable, fortified)",Retail,2025-03-15,283.0,L,2025-03
Rift Valley,Baringo,Chemolingot,Beans,Retail,2023-12-15,125.0,KG,2023-12
Rift Valley,Baringo,Chemolingot,Beans,Retail,2024-03-15,196.0,KG,2024-03
Rift Valley,Baringo,Chemolingot,Kale,Retail,2023-12-15,128.0,KG,2023-12
Rift Valley,Baringo,Chemolingot,Kale,Retail,2024-03-15,110.0,KG,2024-03
Rift Valley,Baringo,Chemolingot,"Maize (white, dry)",Retail,2023-12-15,85.0,KG,2023-12
Rift Valley,Baringo,Chemolingot,"Maize (white, dry)",Retail,2024-03-15,83.0,KG,2024-03
Rift Valley,Baringo,Chemolingot,Maize flour (white),Retail,2023-12-15,108.0,KG,2023-12
Rift Valley,Baringo,Chemolingot,Maize flour (white),Retail,2024-03-15,90.0,KG,2024-03
Rift Valley,Baringo,Chemolingot,"Oil (vegetable, fortified)",Retail,2023-12-15,274.0,L,2023-12
Rift Valley,Baringo,Chemolingot,"Oil (vegetable, fortified)",Retail,2024-03-15,280.0,L,2024-03
North Eastern,Garissa,Dadaab town,Beans,Retail,2024-03-15,156.0,KG,2024-03
North Eastern,Garissa,Dadaab town,Beans,Retail,2024-06-15,143.0,KG,2024-06
North Eastern,Garissa,Dadaab town,Beans,Retail,2024-09-15,174.0,KG,2024-09
North Eastern,Garissa,Dadaab town,Beans,Retail,2025-03-15,110.0,KG,2025-03
North Eastern,Garissa,Dadaab town,Beans (dry),Retail,2021-03-15,90.0,KG,2021-03
North Eastern,Garissa,Dadaab town,Beans (dry),Retail,2021-04-15,90.0,KG,2021-04
North Eastern,Garissa,Dadaab town,Beans (dry),Retail,2023-05-15,170.0,KG,2023-05
North Eastern,Garissa,Dadaab town,Kale,Retail,2024-03-15,95.0,KG,2024-03
North Eastern,Garissa,Dadaab town,Kale,Retail,2024-09-15,120.0,KG,2024-09
North Eastern,Garissa,Dadaab town,Kale,Retail,2025-03-15,103.0,KG,2025-03
North Eastern,Garissa,Dadaab town,"Maize (white, dry)",Retail,2024-06-15,100.0,KG,2024-06
North Eastern,Garissa,Dadaab town,"Maize (white, dry)",Retail,2024-09-15,115.0,KG,2024-09
North Eastern,Garissa,Dadaab town,"Maize (white, dry)",Retail,2025-03-15,109.0,KG,2025-03
North Eastern,Garissa,Dadaab town,Maize flour,Retail,2021-03-15,60.0,KG,2021-03
North Eastern,Garissa,Dadaab town,Maize flour,Retail,2023-05-15,115.0,KG,2023-05
North Eastern,Garissa,Dadaab town,Maize flour (white),Retail,2024-03-15,105.0,KG,2024-03
North Eastern,Garissa,Dadaab town,Maize flour (white),Retail,2024-06-15,100.0,KG,2024-06
North Eastern,Garissa,Dadaab town,Maize flour (white),Retail,2024-09-15,107.0,KG,2024-09
North Eastern,Garissa,Dadaab town,Maize flour (white),Retail,2024-12-15,116.5,KG,2024-12
North Eastern,Garissa,Dadaab town,Maize flour (white),Retail,2025-03-15,85.0,KG,2025-03
North Eastern,Garissa,Dadaab town,"Oil (vegetable, fortified)",Retail,2024-06-15,150.0,L,2024-06
North Eastern,Garissa,Dadaab town,"Oil (vegetable, fortified)",Retail,2024-09-15,300.0,L,2024-09
North Eastern,Garissa,Dadaab town,"Oil (vegetable, fortified)",Retail,2024-12-15,316.0,L,2024-12
North Eastern,Garissa,Dadaab town,"Oil (vegetable, fortified)",Retail,2025-03-15,344.0,L,2025-03
North Eastern,Garissa,Dadaab town,Oil (vegetable),Retail,2021-03-15,200.0,L,2021-03
North Eastern,Garissa,Dadaab town,Oil (vegetable),Retail,2023-05-15,290.0,L,2023-05
North Eastern,Garissa,Dadaab town,Rice,Retail,2021-03-15,90.0,KG,2021-03
North Eastern,Garissa,Dadaab town,Rice,Retail,2021-04-15,90.0,KG,2021-04
North Eastern,Garissa,Dadaab town,Rice,Retail,2023-05-15,135.0,KG,2023-05
North Eastern,Garissa,Dagahaley (Daadab),Beans,Retail,2023-12-15,168.0,KG,2023-12
North Eastern,Garissa,Dagahaley (Daadab),Beans,Retail,2024-03-15,160.0,KG,2024-03
North Eastern,Garissa,Dagahaley (Daadab),Beans,Retail,2024-06-15,141.0,KG,2024-06
North Eastern,Garissa,Dagahaley (Daadab),Beans,Retail,2024-09-15,128.0,KG,2024-09
North Eastern,Garissa,Dagahaley (Daadab),Beans,Retail,2025-03-15,138.0,KG,2025-03
North Eastern,Garissa,Dagahaley (Daadab),Beans,Retail,2025-06-15,138.0,KG,2025-06
North Eastern,Garissa,Dagahaley (Daadab),Beans,Retail,2025-09-15,121.0,KG,2025-09
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2021-01-15,100.0,KG,2021-01
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2021-03-15,98.753875,KG,2021-03
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2021-04-15,107.078782,KG,2021-04
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2021-05-15,99.843422,KG,2021-05
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2021-06-15,100.736536,KG,2021-06
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2021-07-15,99.730103,KG,2021-07
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2021-08-15,100.544354,KG,2021-08
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2021-09-15,100.253953,KG,2021-09
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2021-10-15,100.013274,KG,2021-10
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2021-11-15,100.4535,KG,2021-11
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2021-12-15,103.0508,KG,2021-12
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2022-11-15,136.0,KG,2022-11
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-01-15,136.141439,KG,2023-01
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-02-15,140.644971,KG,2023-02
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-03-15,147.226709,KG,2023-03
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-04-15,183.020881,KG,2023-04
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-05-15,193.099384,KG,2023-05
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-06-15,192.249673,KG,2023-06
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-07-15,192.563241,KG,2023-07
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-08-15,178.890809,KG,2023-08
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-09-15,161.477463,KG,2023-09
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-10-15,169.807094,KG,2023-10
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-11-15,204.676865,KG,2023-11
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2023-12-15,209.15995,KG,2023-12
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-01-15,158.340397,KG,2024-01
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-02-15,155.840614,KG,2024-02
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-03-15,150.279848,KG,2024-03
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-04-15,158.29188,KG,2024-04
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-05-15,147.123603,KG,2024-05
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-06-15,145.817499,KG,2024-06
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-07-15,145.716851,KG,2024-07
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-08-15,138.835867,KG,2024-08
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-09-15,127.865359,KG,2024-09
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-10-15,127.419624,KG,2024-10
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-11-15,123.968247,KG,2024-11
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2024-12-15,125.561037,KG,2024-12
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2025-01-15,118.269236,KG,2025-01
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2025-02-15,123.9627,KG,2025-02
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2025-03-15,115.266192,KG,2025-03
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2025-05-15,131.988957,KG,2025-05
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2025-06-15,146.689396,KG,2025-06
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2025-07-15,141.93228,KG,2025-07
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2025-09-15,101.4957,KG,2025-09
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2025-10-15,118.192026,KG,2025-10
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2025-11-15,105.406482,KG,2025-11
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2025-12-15,142.4385,KG,2025-12
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2026-01-15,140.8654,KG,2026-01
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2026-02-15,140.3939,KG,2026-02
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2026-03-15,140.3999,KG,2026-03
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2026-04-15,115.1937,KG,2026-04
North Eastern,Garissa,Dagahaley (Daadab),Beans (dry),Retail,2026-05-15,113.3927,KG,2026-05
North Eastern,Garissa,Dagahaley (Daadab),Kale,Retail,2021-01-15,40.0,Bunch,2021-01
North Eastern,Garissa,Dagahaley (Daadab),Kale,Retail,2023-12-15,117.0,KG,2023-12
North Eastern,Garissa,Dagahaley (Daadab),Kale,Retail,2024-03-15,110.0,KG,2024-03
North Eastern,Garissa,Dagahaley (Daadab),Kale,Retail,2024-06-15,98.0,KG,2024-06
North Eastern,Garissa,Dagahaley (Daadab),Kale,Retail,2024-09-15,100.0,KG,2024-09
North Eastern,Garissa,Dagahaley (Daadab),Kale,Retail,2024-12-15,96.0,KG,2024-12
North Eastern,Garissa,Dagahaley (Daadab),Kale,Retail,2025-03-15,101.0,KG,2025-03
North Eastern,Garissa,Dagahaley (Daadab),Kale,Retail,2025-06-15,92.0,KG,2025-06
North Eastern,Garissa,Dagahaley (Daadab),Kale,Retail,2025-09-15,100.0,KG,2025-09
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2021-01-15,46.6666,KG,2021-01
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2021-03-15,49.761875,KG,2021-03
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2021-04-15,48.03415,KG,2021-04
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2021-05-15,49.56989,KG,2021-05
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2021-06-15,49.243818,KG,2021-06
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2021-07-15,45.0,KG,2021-07
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2021-08-15,76.30242,KG,2021-08
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2021-09-15,80.0,KG,2021-09
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2021-10-15,57.1875,KG,2021-10
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2021-11-15,50.0,KG,2021-11
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2021-12-15,76.666666,KG,2021-12
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2023-06-15,60.0,KG,2023-06
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2023-07-15,60.0,KG,2023-07
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2023-08-15,120.0,KG,2023-08
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2024-01-15,100.0,KG,2024-01
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2024-02-15,85.33333,KG,2024-02
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2024-03-15,94.411767,KG,2024-03
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2024-08-15,97.5,KG,2024-08
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2025-09-15,60.0,KG,2025-09
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2025-10-15,85.0,KG,2025-10
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2025-11-15,60.0,KG,2025-11
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2025-12-15,69.0079,KG,2025-12
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2026-01-15,69.0852,KG,2026-01
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2026-02-15,69.1565,KG,2026-02
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2026-03-15,69.2223,KG,2026-03
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2026-04-15,69.283,KG,2026-04
North Eastern,Garissa,Dagahaley (Daadab),Maize,Retail,2026-05-15,69.3389,KG,2026-05
North Eastern,Garissa,Dagahaley (Daadab),"Maize (white, dry)",Retail,2023-12-15,86.0,KG,2023-12
North Eastern,Garissa,Dagahaley (Daadab),"Maize (white, dry)",Retail,2024-03-15,73.0,KG,2024-03
North Eastern,Garissa,Dagahaley (Daadab),"Maize (white, dry)",Retail,2024-06-15,62.0,KG,2024-06
North Eastern,Garissa,Dagahaley (Daadab),"Maize (white, dry)",Retail,2024-09-15,85.0,KG,2024-09
North Eastern,Garissa,Dagahaley (Daadab),"Maize (white, dry)",Retail,2025-03-15,55.0,KG,2025-03
North Eastern,Garissa,Dagahaley (Daadab),"Maize (white, dry)",Retail,2025-06-15,68.0,KG,2025-06
North Eastern,Garissa,Dagahaley (Daadab),"Maize (white, dry)",Retail,2025-09-15,71.0,KG,2025-09
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2021-01-15,64.0,KG,2021-01
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2021-03-15,63.947225,KG,2021-03
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2021-04-15,66.679919,KG,2021-04
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2021-05-15,62.076115,KG,2021-05
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2021-06-15,61.475446,KG,2021-06
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2021-07-15,63.103506,KG,2021-07
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2021-08-15,63.692641,KG,2021-08
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2021-09-15,62.679509,KG,2021-09
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2021-10-15,63.453519,KG,2021-10
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2021-11-15,61.876525,KG,2021-11
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2021-12-15,68.939,KG,2021-12
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2022-11-15,120.0,KG,2022-11
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-01-15,106.35695,KG,2023-01
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-02-15,102.904778,KG,2023-02
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-03-15,104.81549,KG,2023-03
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-04-15,114.097877,KG,2023-04
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-05-15,114.989893,KG,2023-05
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-06-15,114.637312,KG,2023-06
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-07-15,116.035077,KG,2023-07
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-08-15,115.450528,KG,2023-08
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-09-15,108.7016,KG,2023-09
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-10-15,109.702441,KG,2023-10
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-11-15,150.466101,KG,2023-11
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2023-12-15,121.30644,KG,2023-12
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-01-15,103.863438,KG,2024-01
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-02-15,106.450472,KG,2024-02
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-03-15,104.211447,KG,2024-03
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-04-15,107.313316,KG,2024-04
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-05-15,100.677576,KG,2024-05
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-06-15,105.28757,KG,2024-06
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-07-15,91.576006,KG,2024-07
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-08-15,94.066857,KG,2024-08
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-09-15,89.653802,KG,2024-09
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-10-15,91.037612,KG,2024-10
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-11-15,93.915889,KG,2024-11
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2024-12-15,100.663013,KG,2024-12
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2025-01-15,88.384615,KG,2025-01
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2025-02-15,98.643829,KG,2025-02
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2025-03-15,92.565869,KG,2025-03
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2025-05-15,97.549721,KG,2025-05
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2025-06-15,99.788896,KG,2025-06
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2025-07-15,100.0,KG,2025-07
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2025-09-15,100.0,KG,2025-09
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2025-10-15,89.147805,KG,2025-10
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2025-11-15,99.215687,KG,2025-11
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2025-12-15,99.2219,KG,2025-12
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2026-01-15,98.8162,KG,2026-01
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2026-02-15,98.4572,KG,2026-02
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2026-03-15,98.1083,KG,2026-03
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2026-04-15,97.7481,KG,2026-04
North Eastern,Garissa,Dagahaley (Daadab),Maize flour,Retail,2026-05-15,97.3826,KG,2026-05
North Eastern,Garissa,Dagahaley (Daadab),Maize flour (white),Retail,2023-12-15,106.0,KG,2023-12
North Eastern,Garissa,Dagahaley (Daadab),Maize flour (white),Retail,2024-03-15,108.0,KG,2024-03
